file,source,proposal,measure,chord,primarySource,primaryFunction,primaryFit,primaryMaterials,availableMaterials,cells,status
"imported-real-book/b-019-Birk's works.musicxml","reference","","27","G7","G mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","2","C6","C lydian","tonic","aligned","maj7 lídio / tríade do II","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","2","C#dim","C# half-whole diminished","color","aligned","Arpejos diminutos H/W","Arpejos diminutos H/W","C#-E-F-G# | E-G-G#-B | G-Bb-B-D | A#-C#-D-E#","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","3","Dm6","D dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","3","D#dim","D# half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","D#-F#-G-A# | F#-A-A#-C# | A-C-C#-E | B#-D#-E-F##","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Em","E dorian","modal","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","E-G-B-D | E-G-B-C# | F#-G-E","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","4","E7(#5)","E whole tone","color","caution","tons inteiros / aumentado","tons inteiros / aumentado | ciclo aumentado / tons inteiros","E-G#-C | E-F#-G#-C","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","5","F","F major","predominant","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","5","F#dim","F# half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","F#-A-A#-C# | A-C-C#-E | C-Eb-E-G | D#-F#-G-A#","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","6","G9","G mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | B->F | F->A | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","6","F","F lydian","predominant","neutral","maj7 lídio / tríade do II","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Em","E dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","E-G-B-D | E-G-B-C# | F#-G-E","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Ebm","Eb minor","color","neutral","","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb | Eb-Gb-Ab-Bb-Db | Bb-Db-Eb-F-Ab | F-Ab-Bb-C-Eb","available-nonprimary"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","7","Dm6","D dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","7","G9","G mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","G-B-D-F | B->C | F->E | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/b-019-Birk's works.musicxml","generated-primary","Rearmonização — contorno da partitura","8","C","C major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
