file,source,proposal,measure,chord,primarySource,primaryFunction,primaryFit,primaryMaterials,availableMaterials,cells,status
"imported-real-book/d-013-Deep purple.musicxml","reference","","4","E(#11)","E lydian","color","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","6","Ebm7","Eb dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","6","E(#11)","E lydian","color","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","8","Ebm7","Eb dorian","tonic","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","8","E(#11)","E lydian","color","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","10","Ebm7","Eb dorian","tonic","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","10","E(#11)","E lydian","color","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","12","Ebm7","Eb dorian","tonic","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","12","E(#11)","E lydian","color","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","14","Ebm7","Eb dorian","tonic","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","14","A7(#11)","A lydian dominant","color","caution","SubV lídio dominante","SubV lídio dominante | side slip pentatônico | Células da escala alterada | eixo diminuto / ii menores","A-D#-G | A->Ab | C#->C | G->Ab","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","16","Ab7(#11)","Ab lydian dominant","color","aligned","","Células da escala alterada | side slip pentatônico | eixo diminuto / ii menores","A-B-C | D-E-Gb | C->F# | Gb->A | Eb-Gb-Ab-Bb-Db | D-F-G-A-C | E-G-A-B-D | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-E-G | C-Eb-G-Bb","available-nonprimary"
"imported-real-book/d-013-Deep purple.musicxml","reference","","17","F#m7","F# dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F#-A-C#-E | F#-A-C#-D# | G#-A-F#","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","17","B7","B eixo diminuto dominante","dominant","caution","eixo diminuto / ii menores","eixo diminuto / ii menores | dominante natural / notas-guia | ii menor sobre dominante | side slip pentatônico | dominante bebop / notas-guia | 7 / tríades superiores naturais","F#-A-C#-E | A-C-E-G | C-Eb-G-Bb | D#-F#-A#-C#","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","18","Ebm7","Eb dorian","tonic","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","18","A7(#11)","A lydian dominant","color","caution","SubV lídio dominante","SubV lídio dominante | side slip pentatônico | Células da escala alterada | eixo diminuto / ii menores","A-D#-G | A->Ab | C#->C | G->Ab","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","20","Ab7(#11)","Ab lydian dominant","color","aligned","","Células da escala alterada | side slip pentatônico | eixo diminuto / ii menores","A-B-C | D-E-Gb | C->F# | Gb->A | Eb-Gb-Ab-Bb-Db | D-F-G-A-C | E-G-A-B-D | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-E-G | C-Eb-G-Bb","available-nonprimary"
"imported-real-book/d-013-Deep purple.musicxml","reference","","21","F#m7","F# dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F#-A-C#-E | F#-A-C#-D# | G#-A-F#","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","21","B7","B eixo diminuto dominante","dominant","caution","eixo diminuto / ii menores","eixo diminuto / ii menores | dominante natural / notas-guia | ii menor sobre dominante | side slip pentatônico | dominante bebop / notas-guia | 7 / tríades superiores naturais","F#-A-C#-E | A-C-E-G | C-Eb-G-Bb | D#-F#-A#-C#","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","22","Ebm7","Eb dorian","tonic","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","reference","","22","E(#11)","E lydian","color","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","1","B7(b5)","B altered","modal","caution","Células da escala alterada","Células da escala alterada | side slip pentatônico | Arpejos diminutos H/W | eixo diminuto / ii menores","C-D-D# | F-G-A","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","2","Bm","B dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Ebm","Eb dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","4","Emaj7(#11)","E lydian","tonic","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Ebm","Eb dorian","color","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","6","Emaj7(#11)","E lydian","tonic","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | SubV lídio dominante | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","8","Ebm","Eb dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-013-Deep purple.musicxml","generated-primary","Rearmonização — contorno da partitura","8","Emaj7(#11)","E lydian","tonic","caution","maj7 lídio / tríade do II","maj7 lídio / tríade do II | maj / tríades superiores","E-G#-B-D# | F#-A#-C# | A#->B","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","1","F","F major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","3","G7(b5)","G altered","modal","caution","Células da escala alterada","Células da escala alterada | side slip pentatônico | Arpejos diminutos H/W | eixo diminuto / ii menores","Ab-A#-B | C#-Eb-F","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","5","Gm7","G dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","6","C7(b9)","C half-whole diminished","dominant","caution","Arpejos diminutos H/W","Arpejos diminutos H/W | Células da escala alterada | side slip pentatônico | eixo diminuto / ii menores","C-Eb-E-G | Eb-Gb-G-Bb | Gb-Bbb-Bb-Db | A-C-Db-E","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","7","Am7(b5)","A locrian #2","tonic","aligned","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","8","D7(b9)","D phrygian dominant","predominant","neutral","","Células da escala alterada | Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico","Eb-F-F# | G#-Bb-C | F#->G | C->Bb | D-F-F#-A | F-Ab-A-C | Ab-Cb-C-Eb | B-D-Eb-F# | A-C-E-G | C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-D-E-G | G#-B-C#-D#-F# | Bb-Db-Eb-F-Ab","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","9","Gm7","G dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","10","A7(b9)","A phrygian dominant","tonic","caution","","Células da escala alterada | Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico","Bb-C-C# | D#-F-G | C#->D | G->F# | A-C-C#-E | C-Eb-E-G | Eb-Gb-G-Bb | F#-A-Bb-C# | E-G-B-D | G-Bb-D-F | Bb-Db-F-Ab | C#-E-G#-B | E-G-A-B-D | D#-F#-G#-A#-C# | F-Ab-Bb-C-Eb","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","11","D7","D mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","12","D7(b9)","D phrygian dominant","predominant","neutral","","Células da escala alterada | Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico","Eb-F-F# | G#-Bb-C | F#->G | C->B | D-F-F#-A | F-Ab-A-C | Ab-Cb-C-Eb | B-D-Eb-F# | A-C-E-G | C-Eb-G-Bb | Eb-Gb-Bb-Db | F#-A-C#-E | A-C-D-E-G | G#-B-C#-D#-F# | Bb-Db-Eb-F-Ab","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","13","G7(b9)","G phrygian dominant","color","aligned","","Células da escala alterada | Arpejos diminutos H/W | eixo diminuto / ii menores | side slip pentatônico","Ab-A#-B | C#-Eb-F | B->Gb | F->Bb | G-Bb-B-D | Bb-Db-D-F | Db-Fb-F-Ab | E-G-Ab-B | D-F-A-C | F-Ab-C-Eb | Ab-B-Eb-Gb | B-D-F#-A | D-F-G-A-C | C#-E-F#-G#-B | Eb-Gb-Ab-Bb-Db","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","15","Gb","Gb major","modal","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Gb-Bb-Db-F | Ab-C-Eb | C->Db | Db-F-Ab","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","16","Gb7(b5)","Gb half-whole diminished","color","neutral","Arpejos diminutos H/W","Arpejos diminutos H/W | eixo diminuto / ii menores | Células da escala alterada | side slip pentatônico","Gb-Bbb-Bb-Db | Bbb-Dbb-Db-Fb | Dbb-Fbb-E-Abb | Eb-Gb-G-Bb","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","17","Gm7","G dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","18","Bbm6","Bb dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","19","F","F major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","20","E7(#9)","E altered","dominant","neutral","Células da escala alterada","Células da escala alterada | side slip pentatônico | Arpejos diminutos H/W | eixo diminuto / ii menores","F-G-G# | A#-C-D | G#->A | D->C#","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","21","A","A major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","A-C#-E-G# | B-D#-F# | D#->E | E-G#-B","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","22","Bb°","Bb half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","Bb-Db-D-F | Db-Fb-F-Ab | Fb-Abb-Ab-Cb | G-Bb-B-D","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","23","Bm7","B dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","24","E7","E mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","E-G#-B-D | G#->A | D->C# | B-D-F#-A | B-D-E-F#-A | D-F#-A-C#","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","25","A","A major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","A-C#-E-G# | B-D#-F# | D#->E | E-G#-B","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","26","Bb°","Bb half-whole diminished","color","caution","Arpejos diminutos H/W","Arpejos diminutos H/W","Bb-Db-D-F | Db-Fb-F-Ab | Fb-Abb-Ab-Cb | G-Bb-B-D","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","27","Bm7","B dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","28","E7","E mixolydian","dominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","E-G#-B-D | G#->A | D->C# | B-D-F#-A | B-D-E-F#-A | D-F#-A-C#","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","29","A","A major pentatonic","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","A-C#-E-G# | B-D#-F# | D#->E | E-G#-B","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","reference","","30","F#m7","F# dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F#-A-C#-E | F#-A-C#-D# | G#-A-F#","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","31","Bm7","B dorian","predominant","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","B-D-F#-A | B-D-F#-G# | C#-D-B","primary-material"
"imported-real-book/d-014-Deluge.musicxml","reference","","32","E7","E mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","E-G#-B-D | B-D-F#-A | B-D-E-F#-A | D-F#-A-C#","primary-material"
"imported-real-book/d-014-Deluge.musicxml","generated-primary","Estratégia — Cromático Linear","1","Eb6","Eb major","tonic","caution","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"imported-real-book/d-014-Deluge.musicxml","generated-primary","Estratégia — Cromático Linear","1","C#dim7/E","C# diminished","color","caution","Diminuto resolvido","Diminuto resolvido | ciclo diminuto por terças menores","C#-E-G-A# | C#->D | C#->C | E->F | G->Ab","primary-material"
"imported-real-book/d-014-Deluge.musicxml","generated-primary","Estratégia — Cromático Linear","2","Dm7b5/E","D locrian #2","color","caution","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","D-F-Ab-C | E-F-D | C->A | F->Db","primary-material"
"imported-real-book/d-014-Deluge.musicxml","generated-primary","Estratégia — Cromático Linear","2","F7","F mixolydian","predominant","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","1","C","C major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","2","C#°","C# half-whole diminished","color","aligned","Arpejos diminutos H/W","Arpejos diminutos H/W","C#-E-F-G# | E-G-G#-B | G-Bb-B-D | A#-C#-D-E#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","3","Dm7","D dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","4","G7","G mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","5","Gm7","G dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","6","Ebm6","Eb dorian","color","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","Eb-Gb-Bb-Db | Eb-Gb-Bb-C | F-Gb-Eb","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","7","G7","G mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | B->C | F->E | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","8","C7(b9)","C phrygian dominant","dominant","neutral","","eixo diminuto / ii menores | side slip pentatônico | Arpejos diminutos H/W | Células da escala alterada","G-Bb-D-F | Bb-Db-F-Ab | Db-E-Ab-B | E-G-B-D | G-Bb-C-D-F | F#-A-B-C#-E | Ab-B-Db-Eb-Gb | C-Eb-E-G | Eb-Gb-G-Bb | Gb-Bbb-Bb-Db | A-C-Db-E | Db-D#-E | F#-Ab-Bb | E->F | Bb->A","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","9","F","F major","tonic","caution","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","11","G7(b5)","G altered","predominant","caution","Células da escala alterada","Células da escala alterada | side slip pentatônico | Arpejos diminutos H/W | eixo diminuto / ii menores","Ab-A#-B | C#-Eb-F","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","13","Gm7","G dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","14","C7(b9)","C phrygian dominant","color","caution","","Células da escala alterada | Arpejos diminutos H/W | side slip pentatônico | eixo diminuto / ii menores","Db-D#-E | F#-Ab-Bb | E->A | Bb->C# | C-Eb-E-G | Eb-Gb-G-Bb | Gb-Bbb-Bb-Db | A-C-Db-E | G-Bb-C-D-F | F#-A-B-C#-E | Ab-B-Db-Eb-Gb | G-Bb-D-F | Bb-Db-F-Ab | Db-E-Ab-B | E-G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","15","Am7(b5)","A locrian #2","color","caution","iiø lócrio #2","iiø lócrio #2 | ø7 / estruturas superiores","A-C-Eb-G | B-C-A | G->F# | C->Bb","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","16","D7","D mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | F#->G | C->Bb | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","17","Gm7","G dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","18","Bbm6","Bb melodic minor","predominant","aligned","","m7 dórico / 6 | pilha pentatônica dórica","Bb-Db-F-Ab | Bb-Db-F-G | C-Db-Bb | Bb-Db-Eb-F-Ab | F-Ab-Bb-C-Eb | C-Eb-F-G-Bb","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","19","F","F major pentatonic","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","20","Dm7","D dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","D-F-A-C | D-F-A-B | E-F-D","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","20","G7","G mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","21","G7","G mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","21","Gm7","G dorian","predominant","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","23","Eb9","Eb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Eb-G-Bb-Db | Db->B | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","25","G7","G mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","G-B-D-F | D-F-A-C | D-F-G-A-C | F-A-C-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","26","Gm11","G dorian","predominant","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","26","C7","C mixolydian","dominant","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","27","F6","F major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","28","C7","C mixolydian","modal","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","C-E-G-Bb | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","29","C","C major","color","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","C-E-G-B | D-F#-A | F#->G | G-B-D","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","29","F#13","F# mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | eixo diminuto / ii menores | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais","F#-A#-C#-E | A#->B | E->D# | C#-E-G#-B | C#-E-F#-G#-B | E-G#-B-D#","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","30","B7alt","B altered","dominant","neutral","Células da escala alterada","Células da escala alterada | Arpejos diminutos H/W | side slip pentatônico | eixo diminuto / ii menores","C-D-D# | F-G-A | D#->F","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","31","F","F major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","F-A-C-E | G-B-D | B->C | C-E-G","available-nonprimary"
"imported-real-book/d-015-Desafinado.musicxml","reference","","31","Em7","E dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","E-G-B-D | E-G-B-C# | F#-G-E","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","31","Am","A dorian","color","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","A-C-E-G | A-C-E-F# | B-C-A","primary-material"
"imported-real-book/d-015-Desafinado.musicxml","reference","","32","D7","D mixolydian","modal","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
